Id,Straatnaam,Huisnummer,Huisletter,Huisnummertoevoeging,Postcode,Woonplaatsnaam,Statusadres,Gebruiksdoelwoonfunctie,Afvalwijzerinstructie,Afvalwijzerbasisroutetypeid,Afvalwijzerroutenaam,Afvalwijzerperxweken,Afvalwijzerbuitenzettenvanaftot,Afvalwijzerbuitenzettenvanaf,Afvalwijzerbuitenzettentot,Afvalwijzerafvalkalenderopmerking,Afvalwijzerafvalkalenderfrequentie,Afvalwijzerfractienaam,Afvalwijzerfractiecode,Afvalwijzerroutetypenaam,Afvalwijzerophaaldagen,Afvalwijzerafvalkalendermelding,Afvalwijzerafvalkalendervan,Afvalwijzerafvalkalendertot,Afvalwijzerbasisroutetype,Afvalwijzerbasisroutetypeomschrijving,Afvalwijzerbasisroutetypecode,Afvalwijzergeometrie,Afvalwijzerinstructie2,Afvalwijzerophaaldagen2,Afvalwijzerwaar,Afvalwijzerbuitenzetten,Afvalwijzerbuttontekst,Afvalwijzerurl,Bagnummeraanduidingid,Gbdbuurtid,Gbdbuurtcode,Afvalwijzerinzamelgebiednaam,Afvalwijzerinzamelgebiedcode
0363200000006123~Grof,Eerste Anjeliersdwarsstraat,7,,1,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120705 487922),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006123,03630980000029,AB05,Centrum-West,GA01
0363200000006123~Papier,Eerste Anjeliersdwarsstraat,7,,1,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120705 487922),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006123,03630980000029,AB05,,
0363200000006123~Plastic,Eerste Anjeliersdwarsstraat,7,,1,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120705 487922),Bij het restafval,,,,,,0363200000006123,03630980000029,AB05,,
0363200000006123~Rest,Eerste Anjeliersdwarsstraat,7,,1,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120705 487922),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006123,03630980000029,AB05,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006123~Textiel,Eerste Anjeliersdwarsstraat,7,,1,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120705 487922),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006123,03630980000029,AB05,,
0363200000006124~Glas,Eerste Anjeliersdwarsstraat,7,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120705 487922),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006124,03630980000029,AB05,,
"0363200000006124~Groente, Fruit en Tuin Afval",Eerste Anjeliersdwarsstraat,7,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120705 487922),Bij het restafval,,,,,,0363200000006124,03630980000029,AB05,Centrum-West,GA01
0363200000006124~Grof,Eerste Anjeliersdwarsstraat,7,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120705 487922),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006124,03630980000029,AB05,Centrum-West,GA01
0363200000006124~Papier,Eerste Anjeliersdwarsstraat,7,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120705 487922),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006124,03630980000029,AB05,,
0363200000006124~Plastic,Eerste Anjeliersdwarsstraat,7,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120705 487922),Bij het restafval,,,,,,0363200000006124,03630980000029,AB05,,
0363200000006124~Rest,Eerste Anjeliersdwarsstraat,7,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120705 487922),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006124,03630980000029,AB05,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006124~Textiel,Eerste Anjeliersdwarsstraat,7,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120705 487922),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006124,03630980000029,AB05,,
0363200000006127~Glas,Eerste Anjeliersdwarsstraat,18,,H,1015NR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120697 487908),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006127,03630980000029,AB05,,
"0363200000006127~Groente, Fruit en Tuin Afval",Eerste Anjeliersdwarsstraat,18,,H,1015NR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120697 487908),Bij het restafval,,,,,,0363200000006127,03630980000029,AB05,Centrum-West,GA01
0363200000006127~Grof,Eerste Anjeliersdwarsstraat,18,,H,1015NR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120697 487908),U kunt uw grof afval wegbrengen naar een Afvalpunt of laten ophalen door een bedrijf,,,,,https://kaart.amsterdam.nl/afvalpunten,0363200000006127,03630980000029,AB05,Centrum-West,GA01
0363200000006127~Papier,Eerste Anjeliersdwarsstraat,18,,H,1015NR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120697 487908),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006127,03630980000029,AB05,,
0363200000006127~Plastic,Eerste Anjeliersdwarsstraat,18,,H,1015NR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120697 487908),Bij het restafval,,,,,,0363200000006127,03630980000029,AB05,,
0363200000006127~Rest,Eerste Anjeliersdwarsstraat,18,,H,1015NR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120697 487908),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006127,03630980000029,AB05,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006127~Textiel,Eerste Anjeliersdwarsstraat,18,,H,1015NR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120697 487908),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006127,03630980000029,AB05,,
0363200000006128~Glas,Eerste Anjeliersdwarsstraat,18,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120697 487908),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006128,03630980000029,AB05,,
"0363200000006128~Groente, Fruit en Tuin Afval",Eerste Anjeliersdwarsstraat,18,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120697 487908),Bij het restafval,,,,,,0363200000006128,03630980000029,AB05,Centrum-West,GA01
0363200000006128~Grof,Eerste Anjeliersdwarsstraat,18,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120697 487908),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006128,03630980000029,AB05,Centrum-West,GA01
0363200000006128~Papier,Eerste Anjeliersdwarsstraat,18,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120697 487908),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006128,03630980000029,AB05,,
0363200000006128~Plastic,Eerste Anjeliersdwarsstraat,18,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120697 487908),Bij het restafval,,,,,,0363200000006128,03630980000029,AB05,,
0363200000006128~Rest,Eerste Anjeliersdwarsstraat,18,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120697 487908),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006128,03630980000029,AB05,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006128~Textiel,Eerste Anjeliersdwarsstraat,18,,2,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120697 487908),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006128,03630980000029,AB05,,
0363200000006129~Glas,Eerste Anjeliersdwarsstraat,25,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120711 487901),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006129,03630980000029,AB05,,
"0363200000006129~Groente, Fruit en Tuin Afval",Eerste Anjeliersdwarsstraat,25,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120711 487901),Bij het restafval,,,,,,0363200000006129,03630980000029,AB05,Centrum-West,GA01
0363200000006129~Grof,Eerste Anjeliersdwarsstraat,25,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120711 487901),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006129,03630980000029,AB05,Centrum-West,GA01
0363200000006129~Papier,Eerste Anjeliersdwarsstraat,25,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120711 487901),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006129,03630980000029,AB05,,
0363200000006129~Plastic,Eerste Anjeliersdwarsstraat,25,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120711 487901),Bij het restafval,,,,,,0363200000006129,03630980000029,AB05,,
0363200000006129~Rest,Eerste Anjeliersdwarsstraat,25,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120711 487901),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006129,03630980000029,AB05,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006129~Textiel,Eerste Anjeliersdwarsstraat,25,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120711 487901),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006129,03630980000029,AB05,,
0363200000006130~Glas,Eerste Anjeliersdwarsstraat,26,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120698 487905),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006130,03630980000029,AB05,,
"0363200000006130~Groente, Fruit en Tuin Afval",Eerste Anjeliersdwarsstraat,26,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120698 487905),Bij het restafval,,,,,,0363200000006130,03630980000029,AB05,Centrum-West,GA01
0363200000006130~Grof,Eerste Anjeliersdwarsstraat,26,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120698 487905),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006130,03630980000029,AB05,Centrum-West,GA01
0363200000006130~Papier,Eerste Anjeliersdwarsstraat,26,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120698 487905),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006130,03630980000029,AB05,,
0363200000006130~Plastic,Eerste Anjeliersdwarsstraat,26,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120698 487905),Bij het restafval,,,,,,0363200000006130,03630980000029,AB05,,
0363200000006130~Rest,Eerste Anjeliersdwarsstraat,26,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120698 487905),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006130,03630980000029,AB05,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006130~Textiel,Eerste Anjeliersdwarsstraat,26,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120698 487905),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006130,03630980000029,AB05,,
0363200000006131~Glas,Eerste Anjeliersdwarsstraat,27,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120707 487909),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006131,03630980000029,AB05,,
"0363200000006131~Groente, Fruit en Tuin Afval",Eerste Anjeliersdwarsstraat,27,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120707 487909),Bij het restafval,,,,,,0363200000006131,03630980000029,AB05,Centrum-West,GA01
0363200000006131~Grof,Eerste Anjeliersdwarsstraat,27,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120707 487909),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006131,03630980000029,AB05,Centrum-West,GA01
0363200000006131~Papier,Eerste Anjeliersdwarsstraat,27,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120707 487909),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006131,03630980000029,AB05,,
0363200000006131~Plastic,Eerste Anjeliersdwarsstraat,27,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120707 487909),Bij het restafval,,,,,,0363200000006131,03630980000029,AB05,,
0363200000006131~Rest,Eerste Anjeliersdwarsstraat,27,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120707 487909),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006131,03630980000029,AB05,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006131~Textiel,Eerste Anjeliersdwarsstraat,27,,,1015NR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120707 487909),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006131,03630980000029,AB05,,
